Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Fill Flag,Ozone,Solar Zenith Angle,Precipitable Water,Temperature,Dew Point,DHI,DNI,GHI,Relative Humidity,Surface Albedo,Pressure,Wind Direction,Wind Speed,
2020,11,9,15,0,69,789,403,0,0,0.271,64.9,2.4,30.1,20.2,69,789,403,55.39,0.13,1008,94,1.6,N/A
2020,11,9,16,0,49,615,192,0,0,0.271,76.59,2.4,28.2,20.9,49,615,192,64.5,0.13,1008,93,1.3,N/A
2020,11,9,17,0,10,138,13,0,0,0.271,88.85,2.4,26,21.2,10,138,13,75.04,0.13,1009,79,0.9,N/A
2020,11,9,18,0,0,0,0,0,0,0.272,102.27,2.5,25.1,20.2,0,0,0,74.37,0.13,1009,50,1,N/A
2020,11,9,19,0,0,0,0,0,0,0.272,115.65,2.5,23.7,20.2,0,0,0,80.83,0.13,1010,34,1,N/A
2020,11,9,20,0,0,0,0,0,0,0.273,129.2,2.5,22.7,19.9,0,0,0,84.17,0.13,1010,29,1.1,N/A
2020,11,9,21,0,0,0,0,0,0,0.273,142.79,2.5,21.9,19.4,0,0,0,85.88,0.13,1011,30,1.2,N/A
2020,11,9,22,0,0,0,0,0,0,0.274,156.22,2.6,21.3,18.9,0,0,0,86.27,0.13,1011,33,1.3,N/A
2020,11,9,23,0,0,0,0,0,0,0.275,168.48,2.6,20.8,18.4,0,0,0,86.18,0.13,1010,34,1.4,N/A
2020,11,10,0,0,0,0,0,0,0,0.275,170.49,2.7,20.4,17.9,0,0,0,85.84,0.13,1010,36,1.5,N/A
2020,11,10,1,0,0,0,0,0,0,0.276,159.06,2.7,20.1,17.5,0,0,0,84.93,0.13,1010,35,1.8,N/A
2020,11,10,2,0,0,0,0,0,0,0.276,145.73,2.7,19.8,17,0,0,0,84.02,0.13,1009,34,2.1,N/A
2020,11,10,3,0,0,0,0,0,0,0.277,132.15,2.7,19.5,16.7,0,0,0,83.85,0.13,1009,34,2.3,N/A
2020,11,10,4,0,0,0,0,0,0,0.277,118.59,2.6,19.3,16.5,0,0,0,83.75,0.13,1009,35,2.3,N/A
2020,11,10,5,0,0,0,0,0,0,0.277,105.18,2.5,19.2,16.4,0,0,0,83.7,0.13,1010,37,2.3,N/A
2020,11,10,6,0,0,0,0,0,0,0.277,92.06,2.5,19.4,16.6,0,0,0,83.94,0.13,1011,43,2.2,N/A
2020,11,10,7,0,43,553,145,0,0,0.277,79.31,2.4,21.9,18.4,43,553,145,80.55,0.13,1011,44,2.4,N/A
2020,11,10,8,0,64,764,358,0,0,0.277,67.44,2.4,24.4,19.6,64,764,358,74.65,0.13,1012,47,2.9,N/A
2020,11,10,9,0,77,859,547,0,0,0.277,56.8,2.4,26.4,20.7,77,859,547,71.06,0.13,1012,60,2.9,N/A
2020,11,10,10,0,84,906,688,0,0,0.276,48.25,2.4,28.7,20.3,84,906,688,60.5,0.13,1012,75,2.7,N/A
2020,11,10,11,0,88,924,763,0,0,0.276,43.08,2.5,29.4,21.1,88,924,763,60.91,0.13,1011,84,2.6,N/A
2020,11,10,12,0,91,923,771,0,0,0.275,42.55,2.5,29.8,21.5,91,923,771,61.18,0.13,1010,87,2.4,N/A
2020,11,10,13,0,88,904,706,0,0,0.275,46.82,2.6,30.1,21.8,88,904,706,61.29,0.13,1009,89,2.2,N/A
2020,11,10,14,0,81,861,578,0,0,0.275,54.77,2.6,30.1,21.8,81,861,578,61.33,0.13,1008,90,1.9,N/A
2020,11,10,15,0,72,770,397,0,0,0.275,65.05,2.6,30.2,21.2,72,770,397,58.68,0.13,1008,86,1.6,N/A
2020,11,10,16,0,52,590,187,0,0,0.274,76.72,2.6,28.3,21.8,52,590,187,68.06,0.13,1008,84,1.3,N/A
2020,11,10,17,0,9,117,12,0,0,0.274,88.94,2.6,26.1,22,9,117,12,78.24,0.13,1008,71,0.9,N/A
2020,11,10,18,0,0,0,0,0,0,0.274,102.36,2.6,24.9,21.2,0,0,0,80.1,0.13,1009,46,1,N/A
2020,11,10,19,0,0,0,0,0,0,0.273,115.72,2.6,23.6,21,0,0,0,85.35,0.13,1010,31,1.1,N/A
2020,11,10,20,0,0,0,0,0,0,0.273,129.26,2.6,22.7,20.5,0,0,0,87.16,0.13,1011,27,1.5,N/A
2020,11,10,21,0,0,0,0,0,0,0.272,142.86,2.6,22.1,19.9,0,0,0,87.19,0.13,1011,26,1.8,N/A
2020,11,10,22,0,0,0,0,0,0,0.272,156.31,2.6,21.6,19.3,0,0,0,86.91,0.13,1011,24,2.1,N/A
2020,11,10,23,0,0,0,0,0,0,0.271,168.65,2.6,21.2,18.8,0,0,0,86.13,0.13,1011,23,2.2,N/A
2020,11,11,0,0,0,0,0,0,0,0.271,170.74,2.6,20.9,18.3,0,0,0,85.12,0.13,1011,24,2.2,N/A
2020,11,11,1,0,0,0,0,0,0,0.27,159.2,2.6,20.6,18,0,0,0,84.82,0.13,1010,27,2.1,N/A
2020,11,11,2,0,0,0,0,0,0,0.27,145.85,2.6,20.5,17.7,0,0,0,84.21,0.13,1010,30,2,N/A
2020,11,11,3,0,0,0,0,0,0,0.27,132.26,2.5,20.3,17.6,0,0,0,84.38,0.13,1010,33,2,N/A
2020,11,11,4,0,0,0,0,0,0,0.27,118.71,2.5,20.2,17.5,0,0,0,84.36,0.13,1010,35,2,N/A
2020,11,11,5,0,0,0,0,0,0,0.27,105.31,2.5,20.1,17.5,0,0,0,85.05,0.13,1011,36,2.1,N/A
2020,11,11,6,0,0,0,0,0,0,0.269,92.2,2.5,20.3,17.8,0,0,0,85.55,0.13,1012,37,2.2,N/A
2020,11,11,7,0,43,552,144,0,0,0.268,79.47,2.5,22.6,19.4,43,552,144,82.4,0.13,1013,38,2.8,N/A
2020,11,11,8,0,64,762,354,0,0,0.267,67.63,2.6,24.8,20.9,64,762,354,78.77,0.13,1013,44,3.3,N/A
2020,11,11,9,0,76,858,543,0,0,0.267,57.02,2.6,26.7,22.4,76,858,543,77.31,0.13,1013,57,3.2,N/A
2020,11,11,10,0,83,903,681,0,0,0.267,48.5,2.7,28.4,23,83,903,681,72.62,0.13,1013,73,3,N/A
2020,11,11,11,0,88,922,759,0,0,0.267,43.35,2.7,29.2,22.8,88,922,759,68.62,0.13,1012,83,2.9,N/A
2020,11,11,12,0,89,921,764,0,0,0.267,42.82,2.8,29.6,23.1,89,921,764,68,0.13,1011,89,2.7,N/A
2020,11,11,13,0,86,903,701,0,0,0.268,47.05,2.8,29.8,23.3,86,903,701,68.16,0.13,1010,95,2.4,N/A
2020,11,11,14,0,81,859,574,0,0,0.268,54.96,2.8,29.7,23.6,81,859,574,69.64,0.13,1010,98,2,N/A
2020,11,11,15,0,70,774,394,0,0,0.269,65.21,2.8,29.6,23.9,70,774,394,71.33,0.13,1009,99,1.4,N/A
2020,11,11,16,0,51,594,186,0,0,0.269,76.84,2.8,28.6,23.6,51,594,186,74.51,0.13,1009,96,1.1,N/A
2020,11,11,17,0,0,0,0,0,0,0.27,89.03,2.7,26.9,22.5,0,0,0,76.98,0.13,1010,93,0.8,N/A
2020,11,11,18,0,0,0,0,0,0,0.271,102.44,2.7,26.3,21.5,0,0,0,74.97,0.13,1010,66,0.7,N/A
2020,11,11,19,0,0,0,0,0,0,0.27,115.79,2.7,25.4,21.3,0,0,0,77.97,0.13,1011,38,0.9,N/A
2020,11,11,20,0,0,0,0,0,0,0.27,129.32,2.7,24.2,21.2,0,0,0,83.33,0.13,1012,33,1,N/A
2020,11,11,21,0,0,0,0,0,0,0.269,142.92,2.7,23.2,21,0,0,0,87.4,0.13,1012,38,1,N/A
2020,11,11,22,0,0,0,0,0,0,0.268,156.39,2.7,22.5,20.7,0,0,0,89.59,0.13,1012,45,1.1,N/A
2020,11,11,23,0,0,0,0,0,0,0.267,168.82,2.7,22,20.4,0,0,0,90.75,0.13,1012,48,1.3,N/A
2020,11,12,0,0,0,0,0,0,0,0.266,170.98,2.7,21.6,20.1,0,0,0,91.29,0.13,1011,48,1.5,N/A
2020,11,12,1,0,0,0,0,0,0,0.266,159.33,2.7,21.2,19.8,0,0,0,91.98,0.13,1011,47,1.7,N/A
2020,11,12,2,0,0,0,0,0,0,0.266,145.96,2.8,21,19.6,0,0,0,91.66,0.13,1011,45,1.8,N/A
2020,11,12,3,0,0,0,0,0,0,0.266,132.37,2.7,20.8,19.4,0,0,0,91.46,0.13,1011,44,1.8,N/A
2020,11,12,4,0,0,0,0,0,0,0.266,118.82,2.7,20.6,19.2,0,0,0,91.42,0.13,1011,44,1.8,N/A
2020,11,12,5,0,0,0,0,0,0,0.266,105.44,2.6,20.5,19,0,0,0,90.99,0.13,1012,45,1.9,N/A
2020,11,12,6,0,0,0,0,0,0,0.265,92.34,2.6,20.6,19,0,0,0,90.34,0.13,1012,46,2,N/A
2020,11,12,7,0,45,514,138,0,0,0.265,79.63,2.6,22.9,20.2,45,514,138,85.02,0.13,1013,46,2.6,N/A
2020,11,12,8,0,69,733,346,0,0,0.264,67.82,2.7,25.1,21.3,69,733,346,79.59,0.13,1013,50,3.1,N/A
2020,11,12,9,0,84,832,534,0,0,0.264,57.24,2.7,27.1,22.5,84,832,534,75.81,0.13,1014,63,2.8,N/A
2020,11,12,10,0,92,880,672,0,0,0.263,48.75,2.8,29,22.6,92,880,672,68.45,0.13,1014,80,2.4,N/A
2020,11,12,11,0,97,900,748,0,0,0.262,43.62,2.9,29.8,22.6,97,900,748,65.32,0.13,1013,96,2.1,N/A
2020,11,12,12,0,98,898,754,0,0,0.262,43.08,3,30.2,22.7,98,898,754,64.2,0.13,1012,110,1.8,N/A
2020,11,12,13,0,96,876,690,0,0,0.261,47.28,3.1,30.3,22.8,96,876,690,64.25,0.13,1011,126,1.5,N/A
2020,11,12,14,0,89,829,563,0,0,0.261,55.15,3.1,30.2,22.9,89,829,563,64.91,0.13,1010,145,1.3,N/A
2020,11,12,15,0,73,752,387,0,0,0.261,65.36,3.1,30,23.3,73,752,387,67.58,0.13,1010,160,1,N/A
2020,11,12,16,0,52,571,181,0,0,0.262,76.95,3,29.4,22.4,52,571,181,65.87,0.13,1010,157,0.8,N/A
2020,11,12,17,0,0,0,0,0,0,0.262,89.11,3,27.6,21.9,0,0,0,71.28,0.13,1010,171,0.6,N/A
2020,11,12,18,0,0,0,0,0,0,0.262,102.51,2.9,27.5,20.8,0,0,0,66.87,0.13,1011,210,0.1,N/A
2020,11,12,19,0,0,0,0,0,0,0.261,115.85,2.9,26.1,21,0,0,0,73.71,0.13,1011,6,0.6,N/A
2020,11,12,20,0,0,0,0,0,0,0.261,129.37,2.9,24.3,21.3,0,0,0,83.24,0.13,1012,15,0.9,N/A
2020,11,12,21,0,0,0,0,0,0,0.26,142.97,2.9,23.3,21,0,0,0,87.17,0.13,1012,21,1,N/A
2020,11,12,22,0,0,0,0,0,0,0.26,156.46,2.9,22.8,20.7,0,0,0,87.8,0.13,1012,27,1.1,N/A
2020,11,12,23,0,0,0,0,0,0,0.26,168.97,2.9,22.4,20.3,0,0,0,88,0.13,1012,35,1.2,N/A
2020,11,13,0,0,0,0,0,0,0,0.26,171.21,3,22,20,0,0,0,88.56,0.13,1011,44,1.3,N/A
2020,11,13,1,0,0,0,0,0,0,0.261,159.47,3,21.7,19.8,0,0,0,89.05,0.13,1011,49,1.4,N/A
2020,11,13,2,0,0,0,0,0,0,0.261,146.08,3,21.4,19.7,0,0,0,89.93,0.13,1011,50,1.6,N/A
2020,11,13,3,0,0,0,0,0,0,0.261,132.49,3,21.1,19.6,0,0,0,90.97,0.13,1010,49,1.8,N/A
2020,11,13,4,0,0,0,0,0,0,0.261,118.94,3,21,19.5,0,0,0,91.04,0.13,1011,46,2.1,N/A
2020,11,13,5,0,0,0,0,0,0,0.261,105.56,3,20.8,19.3,0,0,0,91.37,0.13,1011,43,2.2,N/A
2020,11,13,6,0,0,0,0,0,0,0.261,92.48,3,20.8,19.3,0,0,0,91.09,0.13,1012,42,2.3,N/A
2020,11,13,7,0,47,482,132,0,0,0.26,79.8,2.9,22.6,20.1,47,482,132,86.02,0.13,1012,41,3,N/A
2020,11,13,8,0,73,712,339,0,0,0.26,68.01,2.9,24.6,21.3,73,712,339,81.84,0.13,1013,44,3.2,N/A
2020,11,13,9,0,87,815,525,0,0,0.26,57.45,3,26.8,22.4,87,815,525,77.1,0.13,1013,58,2.6,N/A
2020,11,13,10,0,96,867,664,0,0,0.26,49,3,28.6,22.7,96,867,664,70.35,0.13,1012,75,2.2,N/A
2020,11,13,11,0,100,887,740,0,0,0.26,43.89,3.1,29.6,22.8,100,887,740,66.76,0.13,1011,92,1.7,N/A
2020,11,13,12,0,98,894,748,0,0,0.26,43.34,3.2,30.3,22.8,98,894,748,64.42,0.13,1010,114,1.3,N/A
2020,11,13,13,0,95,874,686,0,0,0.261,47.51,3.2,30.5,22.9,95,874,686,63.78,0.13,1009,144,1.1,N/A
2020,11,13,14,0,89,824,558,0,0,0.262,55.33,3.3,30.4,23,89,824,558,64.54,0.13,1009,175,1.1,N/A
2020,11,13,15,0,77,731,380,0,0,0.262,65.5,3.3,30.1,23.6,77,731,380,68.26,0.13,1008,197,1,N/A
2020,11,13,16,0,55,540,176,0,0,0.262,77.07,3.3,29.4,22.8,55,540,176,67.83,0.13,1008,209,1,N/A
2020,11,13,17,0,0,0,0,0,0,0.262,89.19,3.3,26.9,23.3,0,0,0,80.66,0.13,1009,217,0.7,N/A
2020,11,13,18,0,0,0,0,0,0,0.262,102.58,3.3,26.3,22.3,0,0,0,78.57,0.13,1009,236,0.7,N/A
2020,11,13,19,0,0,0,0,0,0,0.261,115.9,3.3,26,21.8,0,0,0,77.66,0.13,1010,284,0.6,N/A
2020,11,13,20,0,0,0,0,0,0,0.261,129.42,3.3,25.1,21.7,0,0,0,81.31,0.13,1010,341,0.7,N/A
2020,11,13,21,0,0,0,0,0,0,0.26,143.02,3.3,24,21.6,0,0,0,86.36,0.13,1010,9,0.9,N/A
2020,11,13,22,0,0,0,0,0,0,0.261,156.52,3.3,23.3,21.3,0,0,0,88.55,0.13,1010,23,0.9,N/A
2020,11,13,23,0,0,0,0,0,0,0.261,169.11,3.3,22.8,21,0,0,0,89.36,0.13,1010,34,1,N/A
2020,11,14,0,0,0,0,0,0,0,0.261,171.44,3.3,22.4,20.7,0,0,0,89.89,0.13,1010,42,1,N/A
2020,11,14,1,0,0,0,0,0,0,0.261,159.61,3.3,22,20.4,0,0,0,90.77,0.13,1010,48,1.1,N/A
2020,11,14,2,0,0,0,0,0,0,0.261,146.19,3.3,21.7,20.2,0,0,0,91.32,0.13,1009,51,1.2,N/A
2020,11,14,3,0,0,0,0,0,0,0.262,132.6,3.3,21.4,20.1,0,0,0,92.05,0.13,1009,51,1.3,N/A
2020,11,14,4,0,0,0,0,0,0,0.262,119.06,3.3,21.1,19.9,0,0,0,92.64,0.13,1009,48,1.5,N/A
2020,11,14,5,0,0,0,0,0,0,0.262,105.69,3.3,21,19.7,0,0,0,92.26,0.13,1010,44,1.6,N/A
2020,11,14,6,0,0,0,0,0,0,0.262,92.63,3.3,21.1,19.7,0,0,0,91.68,0.13,1011,41,1.8,N/A
2020,11,14,7,0,47,459,127,0,0,0.261,79.96,3.3,23.2,20.8,47,459,127,86.28,0.13,1011,41,2.4,N/A
2020,11,14,8,0,74,698,333,0,0,0.261,68.2,3.2,25.2,21.6,74,698,333,80.69,0.13,1012,50,2.8,N/A
2020,11,14,9,0,87,807,519,0,0,0.261,57.67,3.2,27.4,22.4,87,807,519,74.41,0.13,1012,67,2.1,N/A
2020,11,14,10,0,95,863,658,0,0,0.261,49.24,3.2,28.9,22.3,95,863,658,67.75,0.13,1012,91,1.7,N/A
2020,11,14,11,0,99,885,734,0,0,0.262,44.15,3.3,29.7,22.6,99,885,734,65.62,0.13,1011,118,1.4,N/A
2020,11,14,12,0,96,895,744,0,0,0.262,43.59,3.3,30.1,22.8,96,895,744,64.98,0.13,1010,146,1.3,N/A
2020,11,14,13,0,93,876,682,0,0,0.262,47.72,3.3,30.1,22.9,93,876,682,65.41,0.13,1009,168,1.4,N/A
2020,11,14,14,0,86,829,556,0,0,0.262,55.5,3.4,29.8,23,86,829,556,67.13,0.13,1008,182,1.5,N/A
2020,11,14,15,0,74,740,379,0,0,0.262,65.63,3.4,29.3,23.6,74,740,379,71.54,0.13,1008,190,1.3,N/A
2020,11,14,16,0,53,551,175,0,0,0.263,77.17,3.4,28.6,23,53,551,175,71.81,0.13,1008,193,1.1,N/A
2020,11,14,17,0,0,0,0,0,0,0.263,89.26,3.3,26.4,23.1,0,0,0,82.1,0.13,1008,204,0.7,N/A
2020,11,14,18,0,0,0,0,0,0,0.263,102.65,3.3,25.9,22,0,0,0,79.26,0.13,1009,225,0.7,N/A
2020,11,14,19,0,0,0,0,0,0,0.262,115.95,3.3,25.4,21.6,0,0,0,79.68,0.13,1010,270,0.5,N/A
2020,11,14,20,0,0,0,0,0,0,0.26,129.46,3.3,24.8,21.4,0,0,0,81.38,0.13,1010,331,0.7,N/A
2020,11,14,21,0,0,0,0,0,0,0.26,143.06,3.2,23.8,21.3,0,0,0,85.95,0.13,1011,356,0.8,N/A
2020,11,14,22,0,0,0,0,0,0,0.259,156.58,3.2,23,21.1,0,0,0,88.9,0.13,1011,9,0.9,N/A
2020,11,14,23,0,0,0,0,0,0,0.259,169.25,3.2,22.6,20.7,0,0,0,89.23,0.13,1010,22,0.9,N/A
2020,11,15,0,0,0,0,0,0,0,0.259,171.67,3.1,22.3,20.4,0,0,0,88.94,0.13,1010,35,0.9,N/A
2020,11,15,1,0,0,0,0,0,0,0.259,159.74,3.1,21.9,20.1,0,0,0,89.28,0.13,1010,45,1,N/A
2020,11,15,2,0,0,0,0,0,0,0.26,146.31,3.1,21.5,19.7,0,0,0,89.64,0.13,1009,51,1,N/A
2020,11,15,3,0,0,0,0,0,0,0.26,132.71,3.1,21.1,19.4,0,0,0,90.28,0.13,1009,53,1,N/A
2020,11,15,4,0,0,0,0,0,0,0.26,119.18,3.1,20.7,19.2,0,0,0,90.9,0.13,1010,53,1.1,N/A
2020,11,15,5,0,0,0,0,0,0,0.26,105.82,3,20.3,18.9,0,0,0,91.59,0.13,1010,50,1.2,N/A
2020,11,15,6,0,0,0,0,0,0,0.259,92.77,3,20.3,18.8,0,0,0,91.37,0.13,1011,49,1.3,N/A
2020,11,15,7,0,45,472,126,0,0,0.258,80.12,2.9,22.6,20.1,45,472,126,85.9,0.13,1012,49,2,N/A
2020,11,15,8,0,70,713,333,0,0,0.257,68.38,2.8,24.6,20.7,70,713,333,79.14,0.13,1013,59,2.5,N/A
2020,11,15,9,0,83,822,520,0,0,0.257,57.89,2.8,26.7,21.5,83,822,520,73.36,0.13,1013,83,2.2,N/A
2020,11,15,10,0,91,877,660,0,0,0.256,49.49,2.8,27.8,22,91,877,660,70.57,0.13,1012,102,2.2,N/A
2020,11,15,11,0,94,901,738,0,0,0.256,44.41,2.8,28.6,22.5,94,901,738,69.46,0.13,1011,114,2.1,N/A
2020,11,15,12,0,103,887,743,0,0,0.256,43.84,2.8,29,22.8,103,887,743,69.11,0.13,1010,123,2,N/A
2020,11,15,13,0,98,871,682,0,0,0.256,47.94,2.8,29.2,22.9,98,871,682,68.95,0.13,1009,129,1.8,N/A
2020,11,15,14,0,90,829,557,0,0,0.256,55.67,2.8,29.1,23,90,829,557,69.55,0.13,1008,135,1.6,N/A
2020,11,15,15,0,81,720,377,0,0,0.255,65.77,2.8,28.7,23.3,81,720,377,72.85,0.13,1008,143,1.2,N/A
2020,11,15,16,0,56,532,173,0,0,0.255,77.27,2.7,28.1,22.9,56,532,173,73.47,0.13,1008,146,0.9,N/A
2020,11,15,17,0,0,0,0,0,0,0.256,89.33,2.7,26.5,21.9,0,0,0,75.94,0.13,1008,165,0.5,N/A
2020,11,15,18,0,0,0,0,0,0,0.257,102.7,2.8,26.3,21.1,0,0,0,73.2,0.13,1009,265,0.1,N/A
2020,11,15,19,0,0,0,0,0,0,0.258,116,2.8,24.9,21.1,0,0,0,79.59,0.13,1009,346,0.6,N/A
2020,11,15,20,0,0,0,0,0,0,0.259,129.5,2.8,23.8,21.1,0,0,0,84.62,0.13,1010,355,0.9,N/A
2020,11,15,21,0,0,0,0,0,0,0.261,143.1,2.7,23.2,20.8,0,0,0,86.18,0.13,1010,6,0.9,N/A
2020,11,15,22,0,0,0,0,0,0,0.261,156.62,2.7,22.9,20.4,0,0,0,85.69,0.13,1010,17,1,N/A
2020,11,15,23,0,0,0,0,0,0,0.261,169.37,2.7,22.8,20,0,0,0,84.01,0.13,1010,25,1,N/A
2020,11,16,0,0,0,0,0,0,0,0.261,171.89,2.7,22.9,19.5,0,0,0,81.33,0.13,1010,35,0.9,N/A
2020,11,16,1,0,0,0,0,0,0,0.261,159.87,2.7,22.7,19.2,0,0,0,80.51,0.13,1009,50,0.9,N/A
2020,11,16,2,0,0,0,0,0,0,0.262,146.42,2.7,22.3,18.9,0,0,0,81.15,0.13,1009,63,0.9,N/A
2020,11,16,3,0,0,0,0,0,0,0.261,132.83,2.7,21.4,18.8,0,0,0,84.92,0.13,1009,70,1,N/A
2020,11,16,4,0,0,0,0,0,0,0.261,119.3,2.7,20.6,18.7,0,0,0,88.64,0.13,1009,71,1,N/A
2020,11,16,5,0,0,0,0,0,0,0.261,105.96,2.8,20,18.6,0,0,0,91.43,0.13,1010,68,1,N/A
2020,11,16,6,0,0,0,0,0,0,0.26,92.92,2.8,19.9,18.7,0,0,0,92.72,0.13,1011,62,1.1,N/A
2020,11,16,7,0,51,393,118,0,0,0.259,80.28,2.8,22.4,20.3,51,393,118,87.87,0.13,1011,59,1.7,N/A
2020,11,16,8,0,86,638,319,0,0,0.258,68.57,2.8,24.3,20.8,86,638,319,80.66,0.13,1012,63,2.3,N/A
2020,11,16,9,0,96,780,508,0,0,0.258,58.1,2.9,26.1,21.7,96,780,508,76.83,0.13,1012,78,2,N/A
2020,11,16,10,0,106,837,647,0,0,0.258,49.72,2.9,27.5,22.6,106,837,647,74.46,0.13,1012,103,1.7,N/A
2020,11,16,11,0,112,862,725,0,0,0.259,44.67,2.9,28.3,23.1,112,862,725,73.58,0.13,1011,128,1.6,N/A
2020,11,16,12,0,120,849,730,0,0,0.259,44.08,2.9,28.8,23.4,120,849,730,72.85,0.13,1009,144,1.6,N/A
2020,11,16,13,0,118,825,668,0,0,0.26,48.14,2.9,29,23.6,118,825,668,72.48,0.13,1008,161,1.5,N/A
2020,11,16,14,0,110,770,542,0,0,0.26,55.84,2.9,28.9,23.5,110,770,542,72.69,0.13,1007,179,1.4,N/A
2020,11,16,15,0,94,664,366,0,0,0.261,65.89,2.9,28.4,23.6,94,664,366,75.24,0.13,1007,196,1.3,N/A
2020,11,16,16,0,65,452,164,0,0,0.261,77.37,2.9,27.3,23.8,65,452,164,81.22,0.13,1007,208,1,N/A
2020,11,16,17,0,0,0,0,0,0,0.261,89.39,2.8,25.1,23.3,0,0,0,89.59,0.13,1007,222,0.8,N/A
2020,11,16,18,0,0,0,0,0,0,0.262,102.76,2.8,24.3,22.5,0,0,0,89.62,0.13,1008,239,0.8,N/A
2020,11,16,19,0,0,0,0,0,0,0.261,116.04,2.8,23.8,22,0,0,0,89.79,0.13,1008,255,0.9,N/A
2020,11,16,20,0,0,0,0,0,0,0.261,129.53,2.8,23.4,21.7,0,0,0,89.95,0.13,1009,271,0.9,N/A
2020,11,16,21,0,0,0,0,0,0,0.26,143.13,2.7,22.9,21.4,0,0,0,91.06,0.13,1009,285,0.9,N/A
2020,11,16,22,0,0,0,0,0,0,0.259,156.66,2.7,22.3,21.1,0,0,0,93,0.13,1009,293,0.8,N/A
2020,11,16,23,0,0,0,0,3,0,0.258,169.48,2.7,21.8,20.9,0,0,0,94.54,0.13,1009,300,0.8,N/A
2020,11,17,0,0,0,0,0,0,0,0.257,172.11,2.7,21.4,20.7,0,0,0,95.61,0.13,1009,307,0.8,N/A
2020,11,17,1,0,0,0,0,0,0,0.257,160,2.7,21,20.4,0,0,0,96.62,0.13,1008,308,0.7,N/A
2020,11,17,2,0,0,0,0,0,0,0.256,146.53,2.7,20.5,20.2,0,0,0,98.31,0.13,1008,315,0.8,N/A
2020,11,17,3,0,0,0,0,3,0,0.256,132.94,2.7,20,20,0,0,0,100,0.13,1008,322,0.8,N/A
2020,11,17,4,0,0,0,0,0,0,0.255,119.42,2.7,19.9,19.8,0,0,0,99.41,0.13,1008,316,0.8,N/A
2020,11,17,5,0,0,0,0,0,0,0.254,106.09,2.6,20,19.8,0,0,0,98.6,0.13,1009,315,0.7,N/A
2020,11,17,6,0,0,0,0,1,0,0.253,93.07,2.6,20,19.7,0,0,0,98.15,0.13,1009,325,0.5,N/A
2020,11,17,7,0,70,165,97,0,0,0.253,80.45,2.5,21.4,20.6,70,165,97,95.29,0.13,1010,351,0.4,N/A
2020,11,17,8,0,148,379,286,0,0,0.253,68.76,2.5,23.4,20.7,148,379,286,84.7,0.13,1011,228,0.7,N/A
2020,11,17,9,0,203,496,463,0,0,0.253,58.31,2.6,24.9,20.8,203,496,463,77.86,0.13,1011,214,1.3,N/A
2020,11,17,10,0,231,571,598,0,0,0.253,49.96,2.6,25.8,21,231,571,598,74.95,0.13,1011,210,1.5,N/A
2020,11,17,11,0,235,624,676,0,0,0.254,44.91,2.7,26.3,21.2,235,624,676,73.45,0.13,1010,214,1.8,N/A
2020,11,17,12,0,211,673,693,0,0,0.255,44.32,2.8,26.7,21.2,211,673,693,71.91,0.13,1009,221,2.1,N/A
2020,11,17,13,0,195,660,633,0,0,0.256,48.34,2.8,26.8,21.2,195,660,633,71.62,0.13,1008,225,2.4,N/A
2020,11,17,14,0,169,615,513,0,0,0.257,55.99,2.9,26.6,21.3,169,615,513,72.5,0.13,1007,227,2.5,N/A
2020,11,17,15,0,156,432,332,0,0,0.258,66.01,2.9,26,21.7,156,432,332,77.31,0.13,1007,225,2,N/A
2020,11,17,16,0,88,262,145,0,0,0.259,77.46,2.8,24.8,22,88,262,145,84.28,0.13,1007,221,1.5,N/A
2020,11,17,17,0,0,0,0,0,0,0.26,89.44,2.7,23,21.6,0,0,0,91.67,0.13,1007,214,1,N/A
2020,11,17,18,0,0,0,0,0,0,0.26,102.81,2.6,22.4,21.1,0,0,0,92.11,0.13,1007,212,0.9,N/A
2020,11,17,19,0,0,0,0,0,0,0.26,116.07,2.5,22,20.7,0,0,0,92.46,0.13,1008,214,0.9,N/A
2020,11,17,20,0,0,0,0,0,0,0.259,129.56,2.5,21.7,20.4,0,0,0,92.42,0.13,1008,220,0.8,N/A
2020,11,17,21,0,0,0,0,0,0,0.259,143.15,2.4,21.4,20.1,0,0,0,92.45,0.13,1009,229,0.8,N/A
2020,11,17,22,0,0,0,0,4,0,0.258,156.7,2.4,21.1,19.8,0,0,0,92.04,0.13,1008,242,0.8,N/A
2020,11,17,23,0,0,0,0,3,0,0.257,169.58,2.3,20.8,19.5,0,0,0,92.49,0.13,1008,258,0.8,N/A
2020,11,18,0,0,0,0,0,0,0,0.257,172.32,2.3,20.5,19.4,0,0,0,93.21,0.13,1008,278,0.7,N/A
2020,11,18,1,0,0,0,0,3,0,0.257,160.13,2.2,20.1,19.2,0,0,0,94.32,0.13,1007,305,0.6,N/A
2020,11,18,2,0,0,0,0,3,0,0.257,146.65,2.2,19.6,19,0,0,0,96.51,0.13,1007,335,0.6,N/A
2020,11,18,3,0,0,0,0,0,0,0.256,133.06,2.1,19.2,18.8,0,0,0,97.66,0.13,1007,353,0.7,N/A
2020,11,18,4,0,0,0,0,0,0,0.256,119.54,2.1,18.8,18.6,0,0,0,98.69,0.13,1007,3,0.7,N/A
